FILINGMANAGER_NAME,Quarter_Count,Average_Holdings_Per_Quarter,Max_Holdings_Single_Quarter
"Aristotle Atlantic Partners, LLC",21,84491173.61904761,268347705
"Aristotle Capital Management, LLC",21,655311.3333333334,2005864
Arizona State Retirement System,21,356978833.14285713,1108661928
Arjuna Capital,21,10856037.238095239,34047553
Arkadios Wealth Advisors,21,22480637.714285713,70791160
"Arkfeld Wealth Strategies, L.L.C.",21,5169930.952380952,15258048
Arkos Global Advisors,10,2800.2,3747
"Arlington Capital Management, Inc.",9,852157.7777777778,1265481
"Arlington Financial Advisors, LLC",21,9319303.761904761,25576690
Arlington Partners LLC,20,2504104.2,11187996
Arlington Trust Co LLC,5,13742445.0,16538738
"Armbruster Capital Management, Inc.",21,719441.1904761905,2252935
"Armis Advisers, LLC",1,17896741.0,17896741
"Armor Investment Advisors, LLC",21,316259.61904761905,938634
"Armstrong, Fleming & Moore, Inc",7,19773393.57142857,22491734
Arnhold LLC,21,2845646.3333333335,8285647
Arrow Capital Pty Ltd,1,3756300.0,3756300
Arrow Financial Corp,10,1139439.6,1753441
ArrowMark Colorado Holdings LLC,21,402235.09523809527,1134387
"Arrowroot Family Office, LLC",8,2692249.75,4583955
Artemis Investment Management LLP,21,55370894.28571428,231313626
"Artemis Wealth Advisors, LLC",28,5753907.142857143,29184612
Artisan Partners Limited Partnership,8,226662540.875,735679559
Arvest Bank Trust Division,10,7288117.7,37433282
"Ascendant Capital Management, LLC",9,225681.22222222222,1236750
Ascension Asset Management LLC,1,1268.0,1268
"Ascension Capital Advisors, Inc.",21,655403.2857142857,1869636
"Ascent Capital Management, LLC",1,7073383.0,7073383
"Ascent Group, LLC",13,21292810.53846154,47765156
"Ascent Wealth Partners, LLC",21,12136315.80952381,37951380
Ashburton (Jersey) Ltd,20,6739.95,21769
"Ashfield Capital Partners, LLC",12,122961.16666666667,174455
"Ashton Thomas Private Wealth, LLC",24,29417249.25,76234287
"Asio Capital, LLC",21,5786789.619047619,21242237
"Aspect Partners, LLC",5,178702.6,216408
"Aspen Grove Capital, LLC",9,13014197.888888888,17973897
Aspen Investment Management Inc,21,3173.2380952380954,4421
"Aspen Wealth Strategies, LLC",9,3263621.5555555555,4024974
Aspex Management (HK) Ltd,2,19237.0,28500
Aspire Capital Advisors LLC,13,2509447.923076923,5587733
Aspire Growth Partners LLC,1,9429452.0,9429452
Aspire Wealth Management Corp,12,2471052.8333333335,4500894
"Aspiring Ventures, LLC",1,1747244.0,1747244
Assenagon Asset Management S.A.,21,1047600633.6666666,3950951075
"Asset Advisors Investment Management, LLC",21,1958292.0,8952014
"Asset Allocation & Management Company, LLC",10,1044.4,1821
Asset Allocation Strategies LLC,6,1371782.5,1766420
"Asset Dedication, LLC",21,3454655.238095238,25461800
"Asset Management Advisors, LLC",21,3782134.476190476,10609577
"Asset Management Group, Inc.",14,12354853.357142856,24891056
"Asset Management Resources, LLC",9,488708.0,1065333
"Asset Planning Services, Ltd.",11,2228.0,3427
"AssuredPartners Investment Advisors, LLC",1,16878879.0,16878879
Aster Capital Management (DIFC) Ltd,1,4912990.0,4912990
Astoria Portfolio Advisors LLC.,13,3720024.6153846155,7353782
"Astoria Strategic Wealth, Inc.",9,170040.11111111112,350892
Astra Wealth Partners LLC,1,1769787.0,1769787
Astrantus Investment Management srl,2,0.0,0
Astrantus Ltd,1,471.0,471
Atala Financial Inc,1,4383101.0,4383101
"Ategra Capital Management, LLC",21,3257215.8095238097,4591830
"Athanor Capital, LP",4,15738.5,36530
Athena Investment Management,12,2551172.5,4167818
Atika Capital Management LLC,2,3436633.0,5208736
Ativo Capital Management LLC,11,3656.6363636363635,4578
"Atlanta Consulting Group Advisors, LLC",4,5041945.25,6678814
"Atlantic Edge Private Wealth Management, LLC",5,9725772.2,11851275
"Atlantic Private Wealth, LLC",8,279324.25,523014
"Atlantic Trust, LLC",3,5280.0,6732
Atlantic Union Bankshares Corp,21,22360691.76190476,84194592
"Atlas Brown,Inc.",21,6225563.857142857,18874975
"Atlas Financial Advisors, Inc.",6,463515.6666666667,667810
"Atlas Legacy Advisors, LLC",1,9627146.0,9627146
"Atlas Principals, LLC",3,4688.666666666667,8218
Atlas Private Wealth Advisors,19,7735482.368421053,24394328
Atlas Private Wealth Management,17,2318185.588235294,8976455
"Atlas Private Wealth Management, LLC",1,7426221.0,7426221
Atlas Wealth LLC,9,20260346.0,38256162
"Atlas Wealth Partners, LLC",6,1224.1666666666667,1487
Atom Investors LP,17,1375515.2352941176,6461989
"Atomi Financial Group, Inc.",8,41844789.875,81137411
AtonRa Partners,1,699.0,699
"Atreides Management, LP",2,83953533.0,99016845
"Atria Investments, Inc",9,89231821.77777778,118295439
Attessa Capital LLC,1,985300.0,985300
Atwater Malick LLC,21,8841882.80952381,26882711
"Audent Global Asset Management, LLC",12,3553197.75,11150571
Aull & Monroe Investment Management Corp,21,502139.5714285714,1521982
Auour Investments LLC,7,1715054.7142857143,1958388
"Aurdan Capital Management, LLC",1,856436.0,856436
Aurelius Family Office LLC,1,264694.0,264694
"Aureus Asset Management, LLC",21,23412906.714285713,65774141
"Aurora Investment Managers, LLC.",20,8885.4,10991
"Aurora Private Wealth, Inc.",21,8874.47619047619,14425
"Aurum Wealth Management Group, LLC",5,10042.2,40542
"Ausdal Financial Partners, Inc.",21,8405706.523809524,37910968
Austin Asset Management Co Inc,13,3362960.076923077,6324636
"Austin Private Wealth, LLC",21,6525835.571428572,32081002
"Austin Wealth Management, LLC",6,4727034.333333333,6041851
AustralianSuper Pty Ltd,11,701205211.0909091,1510474842
"Authentikos Wealth Advisory, LLC",8,2155235.5,3406379
Auto-Owners Insurance Co,9,4772388.888888889,6260500
"Autumn Glory Partners, LLC",13,1802010.1538461538,4182064
"Autus Asset Management, LLC",13,893976.4615384615,11459514
"Auxano Advisors, LLC",20,8394566.9,36938745
Avala Global LP,2,37007881.0,49832692
Avalon Advisory Group,6,383775.8333333333,656601
Avalon Global Asset Management LLC,21,16292.047619047618,22573
Avalon Investment & Advisory,14,8122809.642857143,111756739
Avalon Trust Co,8,89642120.5,115148832
Avanda Investment Management Pte. Ltd.,4,20151439.75,36452282
Avant Capital LLC,9,484945.3333333333,1201907
"Avantax Planning Partners, Inc.",17,17498745.588235293,40364976
"Avantra Family Wealth, Inc.",1,6960378.0,6960378
Avanza Fonder AB,1,364920038.0,364920038
Avenir Tech Ltd,3,23134.666666666668,25042
"Avenue 1 Advisors, LLC",4,940.25,1036
"Aveo Capital Partners, LLC",20,2880960.65,11805482
"Avestar Capital, LLC",21,21776648.285714287,74580699
"Aviance Capital Partners, LLC",21,20009591.14285714,68360377
Avid Wealth Partners LLC,5,747291.6,850916
"Avidian Wealth Enterprises, LLC",2,43329560.0,44968410
"Avidian Wealth Solutions, LLC",14,19063229.14285714,46525438
Avion Wealth,18,2329.3333333333335,4104
"Avior Wealth Management, LLC",6,35129631.333333336,47210191
Aviso Financial Inc.,3,14145047.666666666,15658262
Avitas Wealth Management LLC,21,15754232.142857144,45082615
Avondale Wealth Management,21,1042392.8095238095,3396674
Aware Super Pty Ltd as trustee of Aware Super,1,494855463.0,494855463
"Axecap Investments, LLC",2,1678885.0,1739989
"Axel Capital Management, LLC",6,5930.333333333333,12507
Axim Planning & Wealth,7,165127.14285714287,253271
"Axiom Advisory, LLC",12,18124264.416666668,120952420
"Axiom Financial Strategies, LLC",19,335901.63157894736,863167
Axiom Investment Management LLC,17,92029.23529411765,1433779
"Axis Wealth Partners, LLC",1,2599610.0,2599610
Ayrshire Capital Management LLC,21,2881575.8571428573,9785619
B & T Capital Management DBA Alpha Capital Management,21,4917871.952380952,13626322
"B&D White Capital Company, LLC",17,7185005.0,49204128
"B, B, H, & B INC.",4,3249.75,3753
B. Metzler seel. Sohn & Co. AG,13,124835888.76923077,267650899
B. Metzler seel. Sohn & Co. Holding AG,1,251461122.0,251461122
"B. Riley Wealth Advisors, Inc.",9,179006757.55555555,265796766
"B. Riley Wealth Management, Inc.",11,125541.81818181818,965025
"B.O.S.S. Retirement Advisors, LLC",9,18255037.111111112,45342671
B.S. Pension Fund Trustee Ltd acting for the British Steel Pension Fund,1,2532.0,2532
BAHL & GAYNOR INC,21,71367350.90476191,196055819
"BAILARD, INC.",21,71496933.14285715,211995447
BAILEY VALUE LIMITED PARTNERSHIP,4,11461.0,18872
BAINCO INTERNATIONAL INVESTORS,5,42698.0,64224
BAKER BOYER NATIONAL BANK,14,4405127.5,12602019
"BAKER TILLY FINANCIAL, LLC",1,14052.0,14052
"BAKER TILLY WEALTH MANAGEMENT, LLC",16,8022004.625,24577865
BALANCED WEALTH GROUP LLC,5,13425327.8,14790697
BALASA DINVERNO & FOLTZ LLC,9,24551.11111111111,31711
BALDWIN BROTHERS INC/MA,7,39833.857142857145,50750
BALDWIN BROTHERS LLC/MA,12,44197762.25,84947828
BALDWIN WEALTH PARTNERS LLC/MA,2,95848656.5,100109060
BALLAST ADVISORS LLC,21,9841427.095238095,27280496
BANK OF NOVA SCOTIA,20,446495236.5,1758364198
BANK OF THE WEST,13,3809624.5384615385,48875768
BANK OZK,21,4796296.095238095,13233444
BANK PICTET & CIE (ASIA) LTD,19,867367.2105263158,2701614
BANQUE PICTET & CIE SA,21,42704206.666666664,163178882
BANTA ASSET MANAGEMENT LP,13,2979230.3076923075,9029110
"BANYAN CAPITAL MANAGEMENT, INC.",5,13822.4,18075
BARCLAYS PLC,21,8447333.333333334,27981626
BARD ASSOCIATES INC,4,49628.5,197880
BARINGS LLC,4,66285.0,92024
"BARLOW WEALTH PARTNERS, INC.",5,24687053.4,28404837
"BARNES PETTEY FINANCIAL ADVISORS, LLC",13,1337887.3076923077,2359540
BAROMETER CAPITAL MANAGEMENT INC.,16,8659110.75,22658534
"BARON SILVER STEVENS FINANCIAL ADVISORS, LLC",9,8439528.666666666,10975610
BARR E S & CO,21,15172805.42857143,43814845
"BARRETT & COMPANY, INC.",10,5213449.9,7180151
BARTLETT & CO. WEALTH MANAGEMENT LLC,28,244913466.9642857,440779571
"BASSETT HARGROVE INVESTMENT COUNSEL, LLC",9,4006.4444444444443,4999
"BASSO CAPITAL MANAGEMENT, L.P.",6,1885354.8333333333,2979379
"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",3,4654.0,5580
BAXTER BROS INC,14,3564393.0714285714,10739975
"BAYSHORE ASSET MANAGEMENT, LLC",13,975975.0769230769,1797338
"BBJS FINANCIAL ADVISORS, LLC",1,3638.0,3638
"BBR PARTNERS, LLC",21,14280741.714285715,55342343
BBVA USA,2,26284.0,27187
"BCGM Wealth Management, LLC",17,2096594.705882353,7534214
"BCJ Capital Management, LLC",7,6892.142857142857,9113
BCK Capital Management LP,4,1492100.0,1692338
"BCK Partners, Inc.",17,383398.4117647059,1061030
"BCM ADVISORS, LLC",19,653544.052631579,1998830
BCO Wealth Management LLC,1,212857.0,212857
"BCR Wealth Strategies, LLC",12,237.16666666666666,391
BCS Wealth Management,20,4015.5,8541
"BCWM, LLC",7,5532294.0,8529764
BDF-GESTION,3,63576364.0,97742175
"BDO Wealth Advisors, LLC",15,5999199.333333333,40214848
BEACON FINANCIAL GROUP,21,2281479.095238095,10825720
"BEACON FINANCIAL PLANNING, INC",9,1027787.5555555555,1311968
BEACON INVESTMENT ADVISORS LLC,9,7497176.555555556,9471420
"BEACON INVESTMENT ADVISORY SERVICES, INC.",21,26952185.57142857,80683407
"BEAM Asset Management, LLC",8,3415.125,4982
"BEAM WEALTH ADVISORS, INC.",13,2576531.0,7883460
"BEARING POINT CAPITAL, LLC",1,25133654.0,25133654
"BECK CAPITAL MANAGEMENT, LLC",21,2159731.0476190476,10398945
BECK MACK & OLIVER LLC,21,11109596.238095239,36122162
BECKER CAPITAL MANAGEMENT INC,16,75096413.5,166014430
BEDDOW CAPITAL MANAGEMENT INC,18,410.6111111111111,651
BEDEL FINANCIAL CONSULTING INC,1,14196481.0,14196481
BEECHER INVESTORS INC,4,10198.5,11793
"BEESE FULMER INVESTMENT MANAGEMENT, INC.",21,26428123.76190476,77361524
BEL AIR INVESTMENT ADVISORS LLC,2,87623.0,96165
"BELLEVUE ASSET MANAGEMENT, LLC",3,5487.0,6490
BENDER ROBERT & ASSOCIATES,21,33584584.38095238,94558637
BENEDICT FINANCIAL ADVISORS INC,21,8726567.333333334,24648335
BENNETT SELBY INVESTMENTS LP,17,17096085.23529412,54250742
BERKLEY W R CORP,4,122789875.0,230039164
BERKSHIRE ASSET MANAGEMENT LLC/PA,21,22118766.19047619,60829658
BERKSHIRE CAPITAL HOLDINGS INC,21,586642.8571428572,12138031
BERNZOTT CAPITAL ADVISORS,1,326548.0,326548
"BERRY GROUP, LLC",5,10484.2,13883
BFAM Partners (Cayman) Ltd,2,226589.0,313751
BFI Infinity Ltd.,1,515865.0,515865
"BFSG, LLC",20,6259854.2,40555586
"BFT FINANCIAL GROUP, LLC",5,13176.4,15729
"BG Investment Services, Inc.",1,853306.0,853306
BHF RG Capital Inc.,7,396.0,506
"BHK Investment Advisors, LLC",21,3459916.476190476,9157638
BILL & MELINDA GATES FOUNDATION TRUST,1,9042456.0,9042456
BINGHAM OSBORN & SCARBOROUGH LLC,8,17462.125,28811
"BIP Alliance, LLC",1,2850690.0,2850690
"BIP Wealth, LLC",8,12341834.625,15513554
BIRINYI ASSOCIATES INC,20,11268117.3,86152856
BIRMINGHAM CAPITAL MANAGEMENT CO INC/AL,20,1499938.7,5699646
BIT Capital GmbH,16,1434848.625,3453449
"BIVIN & ASSOCIATES, INC.",3,1850.6666666666667,2143
"BKA Wealth Consulting, Inc.",9,2419863.0,12651466
"BKD Wealth Advisors, LLC",10,20201.0,30334
"BKM Wealth Management, LLC",5,10608283.8,17422099
BLACK POINT WEALTH MANAGEMENT,3,1561335.6666666667,1805558
BLACKHILL CAPITAL INC,21,21427622.85714286,65459788
BLAIR WILLIAM & CO/IL,21,518871166.6666667,1571937734
"BLB&B Advisors, LLC",21,25702677.333333332,76947287
"BLODGETT WEALTH ADVISORS, LLC",13,9276734.615384616,17193025
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",14,2244985.214285714,5056805
"BLUE SQUARE ASSET MANAGEMENT, LLC",9,3721413.888888889,5755403
"BLUEFIN CAPITAL MANAGEMENT, LLC",15,5624028.266666667,68292936
BLUESTEIN R H & CO,9,192604.11111111112,275589
BLUESTEIN R H & CO LLC,3,198253.33333333334,255172
"BLUESTEM FINANCIAL ADVISORS, LLC",21,257532.7619047619,776564
"BMS Financial Advisors, LLC",7,399249.4285714286,1076921
BMT INVESTMENT ADVISORS,2,6499.0,6966
"BNC WEALTH MANAGEMENT, LLC",18,8416880.5,22397000
"BNP PARIBAS ARBITRAGE, SA",4,698335.5,2688659
"BNP PARIBAS ARBITRAGE, SNC",1,490688.0,490688
BNP PARIBAS FINANCIAL MARKETS,1,22086303.0,22086303
BOARDMAN BAY CAPITAL MANAGEMENT LLC,2,1246442.5,2491470
BOCHK Asset Management Ltd,4,2088928.5,7245328
"BOENNING & SCATTERGOOD, INC.",13,21660.153846153848,28810
"BOK Financial Private Wealth, Inc.",21,6568514.095238095,18010217
"BOKF, NA",20,43283525.55,119252944
BONNESS ENTERPRISES INC,21,4473516.380952381,13632865
"BOOTHBAY FUND MANAGEMENT, LLC",2,6232.0,6375
"BOS Asset Management, LLC",9,6461411.555555556,8050502
BOSTON FAMILY OFFICE LLC,21,61275.57142857143,80275
BOSTON FINANCIAL MANGEMENT LLC,21,61335935.47619048,179424936
BOSTON MOUNTAIN MONEY MANAGEMENT INC,3,1516318.6666666667,1712311
BOSTON PRIVATE WEALTH LLC,8,287467.875,412452
BOSTON RESEARCH & MANAGEMENT INC,21,9783.42857142857,16925
"BOSUN ASSET MANAGEMENT, LLC",3,5414414.0,6072378
BOULDER HILL CAPITAL MANAGEMENT LP,1,1319200.0,1319200
BOURGEON CAPITAL MANAGEMENT LLC,21,4011466.4285714286,13560706
BOURNE LENT ASSET MANAGEMENT INC,21,12068644.285714285,33370468
BOWEN HANES & CO INC,21,38441660.809523806,125031701
BOYAR ASSET MANAGEMENT INC.,21,271932.09523809527,769040
BOYD WATTERSON ASSET MANAGEMENT LLC/OH,21,3613401.5714285714,10700434
BOYS ARNOLD & CO INC,2,40396.5,45803
BRADLEY FOSTER & SARGENT INC/CT,20,102793670.1,286528428
"BRADY FAMILY WEALTH, LLC",9,21993077.444444444,27827548
BRANDYWINE OAK PRIVATE WEALTH LLC,9,20848025.444444444,33987449
"BRASADA CAPITAL MANAGEMENT, LP",21,1675619.619047619,4739463
"BRASS TAX WEALTH MANAGEMENT, INC",3,9242614.0,11471719
BRAUN STACEY ASSOCIATES INC,1,158122450.0,158122450
BRAVE ASSET MANAGEMENT INC,21,7633528.095238095,22839556
BREAKLINE CAPITAL LLC,2,6236.0,7290
"BREAKTHRU ADVISORY SERVICES, LLC",1,2934672.0,2934672
BREITER CAPITAL MANAGEMENT INC,10,14172.4,19459
BREWIN DOLPHIN LTD,18,63365722.666666664,131977758
BREWIN DOLPHIN Ltd,2,42192319.5,47329462
BREWIN DOLPHIN WEALTH MANAGEMENT LTD,18,7871709.222222222,22597550
"BRIDGER CAPITAL MANAGEMENT, LLC",1,3592.0,3592
BRIDGES INVESTMENT MANAGEMENT INC,21,39828901.809523806,172588346
BRIDGEWAY CAPITAL MANAGEMENT INC,4,40557.5,67064
"BRIDGEWAY CAPITAL MANAGEMENT, LLC",17,15565102.352941176,36649695
"BRIGADE CAPITAL MANAGEMENT, LP",1,3157492.0,3157492
"BRIGGS ADVISORY GROUP, INC.",8,1943057.75,4949339
"BRIGHT FINANCIAL ADVISORS, INC.",4,3761699.5,4798036
"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",12,7483802.333333333,15526040
BRIGHT VALLEY CAPITAL Ltd,1,5792050.0,5792050
BRIGHTON JONES LLC,21,40753374.428571425,134554096
BRINKER CAPITAL INC,3,32287.333333333332,37640
BRISTOL JOHN W & CO INC /NY/,21,79818504.47619048,267204651
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,21,176901172.42857143,830126524
"BROGAN FINANCIAL, INC.",9,2840300.5555555555,3851250
"BROOKS, MOORE & ASSOCIATES, INC.",21,1104537.6666666667,5195213
BROOKTREE CAPITAL MANAGEMENT,21,1875600.8095238095,6736092
BROWN ADVISORY INC,9,1542787.7777777778,7703421
BROWN BROTHERS HARRIMAN & CO,21,101949929.14285715,324936979
BROWN CAPITAL MANAGEMENT LLC,21,4196363.285714285,11622100
"BROWN WEALTH MANAGEMENT, LLC",7,1585516.857142857,2114338
"BROWN, LISLE/CUMMINGS, INC.",13,7976141.615384615,12420972
BRYN MAWR TRUST Co,18,22655499.944444444,152614638
BSW Wealth Partners,21,7659333.80952381,27588948
BT Wealth Management LLC,11,4331.909090909091,6894
"BTC Capital Management, Inc.",20,2952828.65,8323824
BTG Pactual Asset Management US LLC,3,21795296.0,51814074
BTG Pactual Global Asset Management Ltd,16,456134.6875,2233870
BTR CAPITAL MANAGEMENT INC,6,38876.0,46532
BUCKHEAD CAPITAL MANAGEMENT LLC,21,6114646.238095238,21592257
"BUCKINGHAM STRATEGIC WEALTH, LLC",16,45761022.3125,126460023
BUILDER INVESTMENT GROUP INC /ADV,9,2158118.4444444445,2856941
BURKE & HERBERT BANK & TRUST CO,21,4038716.476190476,15606174
"BURKETT FINANCIAL SERVICES, LLC",5,2982531.4,3583118
"BURLING WEALTH PARTNERS, LLC",1,29739818.0,29739818
BURNEY CO/,21,39938734.333333336,116997896
BURNS J W & CO INC/NY,6,69926118.0,80727697
"BURR FINANCIAL SERVICES, LLC",5,3848249.4,6224453
BUSEY WEALTH MANAGEMENT,1,69030.0,69030
"BUSH INVESTMENT GROUP, LLC",4,1270328.25,1463955
"BUTENSKY & COHEN FINANCIAL SECURITY, INC",21,2215503.095238095,6516809
BW Gestao de Investimentos Ltda.,20,1562630.25,9858502
"BWM Planning, LLC",2,11313498.0,11691367
BXM Wealth LLC,1,4944793.0,4944793
Baader Bank Aktiengesellschaft,13,33080636.46153846,65823533
Baader Bank INC,2,14968.0,17504
Babb Wealth Advisors LLC,1,436926.0,436926
Bach Option Ltd,1,7208.0,7208
"Badgley Phelps Wealth Managers, LLC",5,176328666.4,204199456
Baer Investment Advisory LLC,1,4524829.0,4524829
"Bain Capital Public Equity Management II, LLC",2,90130336.5,125212326
"Baker Avenue Asset Management, LP",21,42870313.38095238,167554694
Baker Chad R,21,18774500.666666668,53700442
Baker Ellis Asset Management LLC,16,4864632.625,10813887
Balanced Rock Investment Advisor,1,398204.0,398204
Balanced Rock Investment Advisors LLC,4,456259.5,538061
Balboa Wealth Partners,4,12693491.25,17713424
Baldrige Asset Management LLC,14,8043.857142857143,11028
"Baldwin Investment Management, LLC",16,7798034.1875,18163720
Balentine LLC,21,11594124.61904762,49660308
Ball & Co Wealth Management Inc.,1,947.0,947
"Ballast, Inc.",21,4584379.428571428,13798463
"Ballentine Partners, LLC",21,6198052.571428572,17835446
"Ballew Advisors, Inc",21,648562.619047619,1862040
"Baltimore-Washington Financial Advisors, Inc.",21,17630892.95238095,54001977
Balyasny Asset Management L.P.,8,1091093988.875,1884886548
Balyasny Asset Management LLC,12,15844402.833333334,188905227
BancFirst Trust & Investment Management,13,222345.15384615384,417228
Banco BTG Pactual S.A.,9,3162312.3333333335,15909748
"Banco Santander, S.A.",21,962910.5238095238,3755453
"Banco de Sabadell, S.A",21,4732.047619047619,7287
BancorpSouth Bank,8,13485.375,18886
"Bancreek Capital Management, LP",4,4593.5,5228
Bangor Savings Bank,20,5710591.55,16820721
Bank & Trust Co,3,2947326.6666666665,3155793
"Bank Julius Baer & Co. Ltd, Zurich",20,307358523.35,1301965724
Bank Pictet & Cie (Europe) AG,7,59514057.571428575,70748408
Bank of Jackson Hole Trust,1,7437224.0,7437224
Bank of Marin,18,2813758.5,6991225
Bank of New Hampshire,15,9241970.066666666,20134519
BankPlus Wealth Management LLC,1,6110392.0,6110392
Banque Cantonale Vaudoise,20,64170.0,111647
"Barber Financial Group, Inc.",14,900820.2142857143,6998132
"Bard Financial Services, Inc.",17,54772404.88235294,170743012
"Barden Capital Management, Inc.",13,2047674.2307692308,5691058
"Bare Financial Services, Inc",5,1175817.6,1384376
Baring Financial LLC,1,2524902.0,2524902
