FILINGMANAGER_NAME,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4
"AlphaStar Capital Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,264764.0,519516.0,357634.0,0.0,0.0,1114549.0,1145038.0
"Alphastar Capital Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alpine Global Management, LLC",0.0,0.0,0.0,0.0,1593.0,317.0,3878.0,682.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alta Wealth Advisors LLC,0.0,0.0,0.0,0.0,362.0,443.0,409.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AltraVue Capital, LLC",0.0,0.0,17062.0,37619.0,27036.0,30598.0,19116.0,21354.0,28091.0,23557.0,21116.0,16674473.0,40917182.0,60291510.0,45259040.0,48568607.0,65088157.0,71650718.0,62557752.0,127183946.0
"Altus Wealth Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,124.0,111.0,88.0,115621.0,209760.0,218928.0,219965.0,251545.0,275565.0,0.0,202462.0
"Alyeska Investment Group, L.P.",0.0,0.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38325000.0,40000000.0,0.0,46020000.0,0.0,0.0,0.0
Amalgamated Financial Corp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ambassador Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26235.0,0.0,0.0,0.0,0.0,0.0
Ameliora Wealth Management Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2568.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"America First Investment Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10870.0,16534614.0,30136511.0,30511072.0,26136775.0,28139849.0,30022180.0,32044675.0,35145412.0
"American Capital Advisory, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.0,1690.0,3434.0,17484.0,37362.0
"American Institute for Advanced Investment Management, LLP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245798.0
American Portfolios Advisors,0.0,0.0,8075.0,6070813.0,1353149.0,2279560.0,2385124.0,1856249.0,1307420.0,781201.0,680459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257520.0
"Americana Partners, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4612618.0,7788527.0,12631798.0
"Ameritas Advisory Services, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,291.0,192.0,174.0,205138.0,181159.0,460338.0,1050688.0,264231.0,3365379.0,4073773.0,1884589.0,3010452.0
"Ameritas Investment Company, LLC",0.0,0.0,0.0,0.0,201412.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Amplius Wealth Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anatole Investment Management Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41773552.0,4878478.0,0.0,6656724.0,0.0,0.0
"Anchor Investment Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.0,2277.0,2041.0,1611.0,3380.0,15177.0,16064.0,12946.0,17396.0,22924.0,34038.0,62470.0
